iso3,year,event_month,conflict_events_total,conflict_fatalities_best,conflict_fatalities_high,conflict_fatalities_low,conflict_state_based_events,conflict_non_state_events,conflict_one_sided_events,conflict_any_event,period
AGO,1991,3,2,267,389,267,2,0,0,1,1991-03
AGO,1991,4,3,82,82,82,3,0,0,1,1991-04
AGO,1991,5,7,90,119,90,7,0,0,1,1991-05
AGO,1991,6,1,0,28,0,1,0,0,1,1991-06
AGO,1991,11,1,0,6,0,1,0,0,1,1991-11
AGO,1991,12,1,0,6,0,1,0,0,1,1991-12
AGO,1992,1,2,24,1,1,2,0,0,1,1992-01
AGO,1992,3,2,0,12,0,2,0,0,1,1992-03
AGO,1992,4,1,0,8,0,1,0,0,1,1992-04
AGO,1992,6,1,0,118,0,1,0,0,1,1992-06
AGO,1992,8,1,30,30,30,1,0,0,1,1992-08
AGO,1992,9,4,4,13,4,3,0,1,1,1992-09
AGO,1992,10,14,2267,2781,2267,13,0,1,1,1992-10
AGO,1992,11,8,24,624,24,8,0,0,1,1992-11
AGO,1992,12,5,3,127,3,5,0,0,1,1992-12
AGO,1993,1,15,7165,11615,7165,12,0,3,1,1993-01
AGO,1993,2,15,873,1907,873,14,0,1,1,1993-02
AGO,1993,3,6,148,616,148,6,0,0,1,1993-03
AGO,1993,4,8,1,454,1,6,0,2,1,1993-04
AGO,1993,5,17,40,844,40,15,0,2,1,1993-05
AGO,1993,6,27,547,1242,547,21,0,6,1,1993-06
AGO,1993,7,31,1489,3922,1489,31,0,0,1,1993-07
AGO,1993,8,32,1014,3154,1014,29,0,3,1,1993-08
AGO,1993,9,21,619,1016,619,21,0,0,1,1993-09
AGO,1993,10,20,170,280,170,18,0,2,1,1993-10
AGO,1993,11,21,324,388,324,20,0,1,1,1993-11
AGO,1993,12,7,8,66,8,7,0,0,1,1993-12
AGO,1994,1,24,293,1060,247,19,0,5,1,1994-01
AGO,1994,2,8,432,502,432,8,0,0,1,1994-02
AGO,1994,3,15,3,2218,3,12,0,3,1,1994-03
AGO,1994,4,22,61,313,61,19,0,3,1,1994-04
AGO,1994,5,25,452,1167,452,24,0,1,1,1994-05
AGO,1994,6,68,1133,2173,1133,67,0,1,1,1994-06
AGO,1994,7,21,113,470,113,20,0,1,1,1994-07
AGO,1994,8,23,355,741,355,20,0,3,1,1994-08
AGO,1994,9,19,87,404,83,15,0,4,1,1994-09
AGO,1994,10,48,952,3011,952,46,0,2,1,1994-10
AGO,1994,11,32,119,293,119,29,0,3,1,1994-11
AGO,1994,12,15,9,155,9,11,0,4,1,1994-12
AGO,1995,1,11,36,157,14,10,0,1,1,1995-01
AGO,1995,2,8,67,141,67,6,0,2,1,1995-02
AGO,1995,3,14,59,89,59,13,0,1,1,1995-03
AGO,1995,4,8,8,32,8,7,0,1,1,1995-04
AGO,1995,5,3,5,12,5,3,0,0,1,1995-05
AGO,1995,6,6,8,348,8,5,0,1,1,1995-06
AGO,1995,7,4,3,13,3,4,0,0,1,1995-07
AGO,1995,8,6,11,26,11,6,0,0,1,1995-08
AGO,1995,9,5,4,192,4,3,0,2,1,1995-09
AGO,1995,10,1,10,10,10,1,0,0,1,1995-10
AGO,1995,11,2,6,8,6,2,0,0,1,1995-11
AGO,1995,12,8,21,73,21,5,0,3,1,1995-12
AGO,1996,1,8,23,59,0,7,0,1,1,1996-01
AGO,1996,2,1,0,1,0,1,0,0,1,1996-02
AGO,1996,3,1,0,4,0,1,0,0,1,1996-03
AGO,1996,4,5,0,8,0,5,0,0,1,1996-04
AGO,1996,5,5,3,152,3,4,0,1,1,1996-05
AGO,1996,6,1,2,2,2,1,0,0,1,1996-06
AGO,1996,7,1,0,61,0,1,0,0,1,1996-07
AGO,1996,10,2,0,6,0,2,0,0,1,1996-10
AGO,1996,11,2,0,3,0,2,0,0,1,1996-11
AGO,1996,12,2,4,45,4,2,0,0,1,1996-12
AGO,1997,1,3,51,7,7,2,0,1,1,1997-01
AGO,1997,2,5,4,48,4,4,0,1,1,1997-02
AGO,1997,3,2,7,32,7,1,0,1,1,1997-03
AGO,1997,4,2,1,7,1,0,0,2,1,1997-04
AGO,1997,5,3,0,52,0,2,0,1,1,1997-05
AGO,1997,6,2,0,82,0,2,0,0,1,1997-06
AGO,1997,7,5,17,29,17,1,0,4,1,1997-07
AGO,1997,8,4,1,49,1,1,0,3,1,1997-08
AGO,1997,10,1,0,7,0,1,0,0,1,1997-10
AGO,1997,11,3,0,9,0,3,0,0,1,1997-11
AGO,1997,12,5,24,40,23,1,0,4,1,1997-12
AGO,1998,1,8,62,74,29,6,0,2,1,1998-01
AGO,1998,2,5,9,13,9,3,0,2,1,1998-02
AGO,1998,3,5,14,102,14,4,0,1,1,1998-03
AGO,1998,4,2,2,4,2,0,0,2,1,1998-04
AGO,1998,5,9,12,37,12,6,0,3,1,1998-05
AGO,1998,6,4,1,13,1,2,0,2,1,1998-06
AGO,1998,7,8,19,90,19,5,0,3,1,1998-07
AGO,1998,8,13,65,518,65,7,0,6,1,1998-08
AGO,1998,9,12,50,163,50,7,0,5,1,1998-09
AGO,1998,10,7,216,421,216,6,0,1,1,1998-10
AGO,1998,11,13,130,227,130,6,0,7,1,1998-11
AGO,1998,12,24,611,825,611,20,0,4,1,1998-12
AGO,1999,1,24,618,1274,618,20,0,4,1,1999-01
AGO,1999,2,14,206,642,206,11,0,3,1,1999-02
AGO,1999,3,18,370,804,370,17,0,1,1,1999-03
AGO,1999,4,42,252,723,252,32,0,10,1,1999-04
AGO,1999,5,33,148,642,148,26,0,7,1,1999-05
AGO,1999,6,27,157,321,157,25,0,2,1,1999-06
AGO,1999,7,38,305,822,305,31,0,7,1,1999-07
AGO,1999,8,22,257,434,257,15,0,7,1,1999-08
AGO,1999,9,18,77,435,77,17,0,1,1,1999-09
AGO,1999,10,2,112,682,112,1,0,1,1,1999-10
AGO,1999,11,6,158,158,158,6,0,0,1,1999-11
AGO,1999,12,1,6,6,6,0,0,1,1,1999-12
AGO,2000,1,6,632,1680,36,3,0,3,1,2000-01
AGO,2000,2,10,50,211,50,7,0,3,1,2000-02
AGO,2000,3,11,103,185,103,4,0,7,1,2000-03
AGO,2000,4,3,3,36,3,0,0,3,1,2000-04
AGO,2000,5,16,9,533,9,14,0,2,1,2000-05
AGO,2000,6,11,14,160,14,10,0,1,1,2000-06
AGO,2000,7,19,63,352,63,16,0,3,1,2000-07
AGO,2000,8,14,168,265,168,5,0,9,1,2000-08
AGO,2000,9,13,49,165,49,3,0,10,1,2000-09
AGO,2000,10,4,12,62,12,1,0,3,1,2000-10
AGO,2000,11,16,86,310,86,11,0,5,1,2000-11
AGO,2000,12,7,20,402,20,4,0,3,1,2000-12
AGO,2001,1,9,254,274,254,6,0,3,1,2001-01
AGO,2001,2,24,158,719,158,14,0,10,1,2001-02
AGO,2001,3,13,200,629,200,10,0,3,1,2001-03
AGO,2001,4,3,10,27,10,3,0,0,1,2001-04
AGO,2001,5,12,375,660,375,5,0,7,1,2001-05
AGO,2001,6,10,88,106,88,4,0,6,1,2001-06
AGO,2001,7,6,152,172,152,2,0,4,1,2001-07
AGO,2001,8,10,250,389,250,3,0,7,1,2001-08
AGO,2001,9,17,441,465,441,9,0,8,1,2001-09
AGO,2001,10,12,160,199,160,9,0,3,1,2001-10
AGO,2001,11,5,61,61,61,1,0,4,1,2001-11
AGO,2001,12,3,9,16,9,1,0,2,1,2001-12
AGO,2002,1,17,315,411,291,14,0,3,1,2002-01
AGO,2002,2,17,189,191,184,11,0,6,1,2002-02
AGO,2002,3,6,18,33,18,4,0,2,1,2002-03
AGO,2002,4,5,14,36,14,3,0,2,1,2002-04
AGO,2002,5,3,0,67,0,1,0,2,1,2002-05
AGO,2002,6,1,3,3,3,0,0,1,1,2002-06
AGO,2002,7,6,1,117,1,6,0,0,1,2002-07
AGO,2002,8,2,1,14,1,1,0,1,1,2002-08
AGO,2002,9,1,1,1,1,0,0,1,1,2002-09
AGO,2002,10,6,1,164,1,5,0,1,1,2002-10
AGO,2002,11,3,32,32,32,2,0,1,1,2002-11
AGO,2002,12,2,4,4,4,0,0,2,1,2002-12
AGO,2003,1,2,3,1,0,1,0,1,1,2003-01
AGO,2003,2,1,0,1,0,0,0,1,1,2003-02
AGO,2003,3,2,1,2,1,0,0,2,1,2003-03
AGO,2003,4,7,6,7,6,0,0,7,1,2003-04
AGO,2003,5,2,2,2,2,0,0,2,1,2003-05
AGO,2003,6,3,45,45,45,1,0,2,1,2003-06
AGO,2003,7,5,1,52,1,3,0,2,1,2003-07
AGO,2003,8,3,19,44,19,2,0,1,1,2003-08
AGO,2003,9,1,0,29,0,1,0,0,1,2003-09
AGO,2003,10,4,4,19,4,3,0,1,1,2003-10
AGO,2003,11,4,0,12,0,4,0,0,1,2003-11
AGO,2003,12,3,3,7,3,2,0,1,1,2003-12
AGO,2004,1,7,27,36,10,5,0,2,1,2004-01
AGO,2004,2,4,1,28,1,4,0,0,1,2004-02
AGO,2004,3,1,1,1,1,0,0,1,1,2004-03
AGO,2004,4,2,0,39,0,2,0,0,1,2004-04
AGO,2004,7,1,2,2,2,0,0,1,1,2004-07
AGO,2004,9,1,1,1,1,0,0,1,1,2004-09
AGO,2004,10,1,2,2,2,1,0,0,1,2004-10
AGO,2004,11,1,2,2,2,1,0,0,1,2004-11
AGO,2004,12,1,2,2,2,1,0,0,1,2004-12
AGO,2005,4,3,9,9,9,2,0,1,1,2005-04
AGO,2005,5,2,0,20,0,2,0,0,1,2005-05
AGO,2005,8,4,4,4,4,0,0,4,1,2005-08
AGO,2005,9,1,1,1,1,0,0,1,1,2005-09
AGO,2005,11,1,1,1,1,0,0,1,1,2005-11
AGO,2005,12,2,0,8,0,2,0,0,1,2005-12
AGO,2006,1,3,0,10,0,2,0,1,1,2006-01
AGO,2006,2,1,0,1,0,0,0,1,1,2006-02
AGO,2006,7,1,0,34,0,1,0,0,1,2006-07
AGO,2006,8,5,3,16,3,5,0,0,1,2006-08
AGO,2006,12,2,0,10,0,2,0,0,1,2006-12
AGO,2007,1,1,25,0,0,1,0,0,1,2007-01
AGO,2007,3,4,0,15,0,4,0,0,1,2007-03
AGO,2007,5,2,0,21,0,2,0,0,1,2007-05
AGO,2007,6,4,0,19,0,4,0,0,1,2007-06
AGO,2007,7,2,0,14,0,2,0,0,1,2007-07
AGO,2007,8,1,0,2,0,1,0,0,1,2007-08
AGO,2007,9,2,0,7,0,2,0,0,1,2007-09
AGO,2007,10,1,0,14,0,1,0,0,1,2007-10
AGO,2007,11,4,0,18,0,4,0,0,1,2007-11
AGO,2007,12,1,1,1,1,0,0,1,1,2007-12
AGO,2008,1,1,1,1,1,1,0,0,1,2008-01
AGO,2008,3,1,3,4,3,1,0,0,1,2008-03
AGO,2008,4,1,0,2,0,1,0,0,1,2008-04
AGO,2008,5,1,0,3,0,1,0,0,1,2008-05
AGO,2008,6,1,0,4,0,1,0,0,1,2008-06
AGO,2008,7,1,0,5,0,1,0,0,1,2008-07
AGO,2008,11,2,0,9,0,2,0,0,1,2008-11
AGO,2008,12,1,0,1,0,1,0,0,1,2008-12
AGO,2009,1,1,24,0,0,1,0,0,1,2009-01
AGO,2009,4,2,0,17,0,2,0,0,1,2009-04
AGO,2009,6,2,0,29,0,2,0,0,1,2009-06
AGO,2009,8,2,1,9,1,2,0,0,1,2009-08
AGO,2009,9,1,0,4,0,1,0,0,1,2009-09
AGO,2009,11,1,0,7,0,1,0,0,1,2009-11
AGO,2010,1,1,2,3,2,1,0,0,1,2010-01
AGO,2010,5,1,3,3,3,0,0,1,1,2010-05
AGO,2010,11,2,5,24,5,2,0,0,1,2010-11
AGO,2011,3,1,1,1,1,1,0,0,1,2011-03
AGO,2011,4,1,0,2,0,1,0,0,1,2011-04
AGO,2013,6,1,2,2,2,1,0,0,1,2013-06
AGO,2014,6,1,0,1,0,1,0,0,1,2014-06
AGO,2014,7,1,0,1,0,1,0,0,1,2014-07
AGO,2014,8,1,0,7,0,1,0,0,1,2014-08
AGO,2014,12,3,0,6,0,3,0,0,1,2014-12
AGO,2015,2,2,1,9,1,2,0,0,1,2015-02
AGO,2016,1,1,16,0,0,1,0,0,1,2016-01
AGO,2016,3,2,0,30,0,2,0,0,1,2016-03
AGO,2016,4,1,0,47,0,1,0,0,1,2016-04
AGO,2016,6,1,2,9,2,1,0,0,1,2016-06
AGO,2016,7,3,2,28,2,3,0,0,1,2016-07
AGO,2016,8,5,1,27,1,4,0,1,1,2016-08
AGO,2016,9,2,3,30,3,2,0,0,1,2016-09
AGO,2016,11,2,2,9,2,2,0,0,1,2016-11
AGO,2016,12,1,0,6,0,1,0,0,1,2016-12
AGO,2017,1,2,9,4,0,2,0,0,1,2017-01
AGO,2017,2,8,9,53,9,8,0,0,1,2017-02
AGO,2017,3,1,0,2,0,1,0,0,1,2017-03
AGO,2017,4,4,0,16,0,4,0,0,1,2017-04
AGO,2017,5,4,3,15,3,4,0,0,1,2017-05
AGO,2017,6,2,1,8,1,1,0,1,1,2017-06
AGO,2017,8,2,1,6,1,2,0,0,1,2017-08
AGO,2017,12,1,3,8,3,1,0,0,1,2017-12
AGO,2018,3,1,1,5,1,1,0,0,1,2018-03
AGO,2018,6,1,1,1,1,0,0,1,1,2018-06
AGO,2018,7,1,2,2,2,0,0,1,1,2018-07
AGO,2018,10,3,20,24,20,0,0,3,1,2018-10
AGO,2019,1,2,17,12,2,2,0,0,1,2019-01
AGO,2019,2,1,2,6,2,1,0,0,1,2019-02
AGO,2019,3,3,5,15,5,2,0,1,1,2019-03
AGO,2019,4,2,0,5,0,1,0,1,1,2019-04
AGO,2019,6,1,2,10,2,1,0,0,1,2019-06
AGO,2019,7,1,0,3,0,1,0,0,1,2019-07
AGO,2019,10,1,0,3,0,1,0,0,1,2019-10
AGO,2020,1,1,14,0,0,1,0,0,1,2020-01
AGO,2020,3,1,0,3,0,1,0,0,1,2020-03
AGO,2020,4,1,0,5,0,1,0,0,1,2020-04
AGO,2020,5,2,1,2,1,1,0,1,1,2020-05
AGO,2020,6,6,5,27,5,4,0,2,1,2020-06
AGO,2020,7,10,5,50,5,7,0,3,1,2020-07
AGO,2020,8,2,1,4,1,1,0,1,1,2020-08
AGO,2020,9,2,2,10,2,2,0,0,1,2020-09
AGO,2020,11,1,1,1,1,0,0,1,1,2020-11
AGO,2021,1,1,10,25,10,0,0,1,1,2021-01
AGO,2021,5,2,2,2,2,0,0,2,1,2021-05
AGO,2021,11,1,1,1,1,0,0,1,1,2021-11
AGO,2022,1,3,19,6,0,3,0,0,1,2022-01
AGO,2022,4,3,0,24,0,3,0,0,1,2022-04
AGO,2022,6,1,0,2,0,1,0,0,1,2022-06
AGO,2022,8,8,1,78,1,8,0,0,1,2022-08
AGO,2022,9,1,0,4,0,1,0,0,1,2022-09
AGO,2022,12,1,1,1,1,0,0,1,1,2022-12
AGO,2023,5,1,0,5,0,1,0,0,1,2023-05
AGO,2024,1,1,15,0,0,1,0,0,1,2024-01
AGO,2024,2,2,5,15,5,2,0,0,1,2024-02
AGO,2024,4,2,0,32,0,2,0,0,1,2024-04
AGO,2024,5,2,5,37,5,2,0,0,1,2024-05
AGO,2024,6,2,0,14,0,1,0,1,1,2024-06
AGO,2024,7,1,0,7,0,0,0,1,1,2024-07
ALB,1999,4,8,26,26,26,8,0,0,1,1999-04
ALB,1999,5,1,0,2,0,1,0,0,1,1999-05
ALB,1999,6,1,0,1,0,1,0,0,1,1999-06
ARE,2010,1,1,1,1,1,1,0,0,1,2010-01
ARE,2022,1,1,3,3,3,1,0,0,1,2022-01
ARG,1992,3,1,0,29,0,1,0,0,1,1992-03
ARG,1994,7,1,86,86,86,0,0,1,1,1994-07
ARM,1992,2,1,1,1,1,1,0,0,1,1992-02
ARM,1992,6,1,3,3,3,1,0,0,1,1992-06
ARM,1992,8,2,3,43,3,2,0,0,1,1992-08
ARM,1992,12,5,78,179,78,5,0,0,1,1992-12
ARM,1993,4,2,15,39,15,2,0,0,1,1993-04
ARM,1993,7,3,11,11,11,3,0,0,1,1993-07
ARM,1993,8,2,11,16,11,2,0,0,1,1993-08
ARM,1994,6,1,30,30,30,1,0,0,1,1994-06
ARM,1995,3,4,5,5,5,4,0,0,1,1995-03
ARM,1995,10,1,2,2,2,1,0,0,1,1995-10
ARM,2005,3,1,1,1,1,1,0,0,1,2005-03
ARM,2006,3,1,1,1,1,1,0,0,1,2006-03
ARM,2006,5,1,1,1,1,1,0,0,1,2006-05
ARM,2012,2,1,1,1,1,1,0,0,1,2012-02
ARM,2012,3,2,2,2,2,2,0,0,1,2012-03
ARM,2012,4,1,3,3,3,1,0,0,1,2012-04
ARM,2012,6,1,3,3,3,1,0,0,1,2012-06
ARM,2013,8,1,1,1,1,1,0,0,1,2013-08
ARM,2015,1,4,11,24,11,3,0,1,1,2015-01
ARM,2015,2,1,1,1,1,1,0,0,1,2015-02
ARM,2015,9,3,4,4,4,3,0,0,1,2015-09
ARM,2016,12,1,4,7,4,1,0,0,1,2016-12
ARM,2018,9,1,1,1,1,1,0,0,1,2018-09
ARM,2019,10,2,2,2,2,2,0,0,1,2019-10
ARM,2020,9,2,2,2,1,2,0,0,1,2020-09
ARM,2020,10,3,4,4,4,3,0,0,1,2020-10
ARM,2020,11,3,4,4,4,3,0,0,1,2020-11
ARM,2021,5,1,1,1,1,1,0,0,1,2021-05
ARM,2021,7,2,4,4,4,2,0,0,1,2021-07
ARM,2021,8,2,2,2,2,2,0,0,1,2021-08
ARM,2021,9,1,1,1,1,1,0,0,1,2021-09
ARM,2021,11,1,1,1,1,1,0,0,1,2021-11
ARM,2021,12,1,1,1,1,1,0,0,1,2021-12
ARM,2022,1,2,3,3,3,2,0,0,1,2022-01
ARM,2022,5,1,1,1,1,1,0,0,1,2022-05
ARM,2022,6,1,1,1,1,1,0,0,1,2022-06
ARM,2022,9,4,149,148,149,4,0,0,1,2022-09
ARM,2023,3,1,1,1,1,1,0,0,1,2023-03
ARM,2023,4,1,7,7,7,1,0,0,1,2023-04
ARM,2023,5,3,4,4,4,3,0,0,1,2023-05
ARM,2023,8,1,1,1,1,1,0,0,1,2023-08
ARM,2023,9,1,4,4,4,1,0,0,1,2023-09
ARM,2023,10,2,2,2,2,2,0,0,1,2023-10
ARM,2023,12,1,1,1,1,1,0,0,1,2023-12
AUS,2018,11,2,2,2,2,1,0,1,1,2018-11
AUT,2020,11,1,4,4,4,0,0,1,1,2020-11
AZE,1991,12,3,35,35,35,3,0,0,1,1991-12
AZE,1992,1,7,440,1093,372,6,0,1,1,1992-01
AZE,1992,2,22,771,782,771,21,0,1,1,1992-02
AZE,1992,3,41,310,541,310,41,0,0,1,1992-03
AZE,1992,4,9,110,172,110,9,0,0,1,1992-04
AZE,1992,5,27,286,290,286,27,0,0,1,1992-05
AZE,1992,6,14,337,437,337,14,0,0,1,1992-06
AZE,1992,7,14,137,137,137,14,0,0,1,1992-07
AZE,1992,8,20,165,667,165,20,0,0,1,1992-08
AZE,1992,9,18,214,550,214,18,0,0,1,1992-09
AZE,1992,10,3,7,7,7,3,0,0,1,1992-10
AZE,1992,11,5,51,81,51,5,0,0,1,1992-11
AZE,1992,12,2,28,28,28,2,0,0,1,1992-12
AZE,1993,1,3,22,22,22,3,0,0,1,1993-01
AZE,1993,2,5,98,298,98,5,0,0,1,1993-02
AZE,1993,3,2,10,10,10,2,0,0,1,1993-03
AZE,1993,4,10,86,86,86,10,0,0,1,1993-04
AZE,1993,5,9,20,20,20,9,0,0,1,1993-05
AZE,1993,6,10,99,127,99,10,0,0,1,1993-06
AZE,1993,7,11,378,378,378,11,0,0,1,1993-07
AZE,1993,8,10,85,87,83,10,0,0,1,1993-08
AZE,1993,9,1,5,5,5,1,0,0,1,1993-09
AZE,1993,11,2,4,4,4,2,0,0,1,1993-11
AZE,1993,12,9,387,786,186,9,0,0,1,1993-12
AZE,1994,1,27,912,1729,662,27,0,0,1,1994-01
AZE,1994,2,7,73,817,73,7,0,0,1,1994-02
AZE,1994,3,7,77,686,77,7,0,0,1,1994-03
AZE,1994,4,11,306,506,306,11,0,0,1,1994-04
AZE,1994,5,3,107,167,107,3,0,0,1,1994-05
AZE,1994,7,1,2,2,2,1,0,0,1,1994-07
AZE,1994,9,1,2,2,2,1,0,0,1,1994-09
AZE,1994,10,1,10,10,10,1,0,0,1,1994-10
AZE,1995,1,3,4,4,4,3,0,0,1,1995-01
AZE,1995,3,7,51,79,51,7,0,0,1,1995-03
AZE,1996,2,1,2,8,0,1,0,0,1,1996-02
AZE,1996,3,1,1,1,1,1,0,0,1,1996-03
AZE,1996,5,1,2,2,2,1,0,0,1,1996-05
AZE,1997,4,2,28,35,28,2,0,0,1,1997-04
AZE,1997,9,1,1,1,1,1,0,0,1,1997-09
AZE,1998,1,1,33,33,33,1,0,0,1,1998-01
AZE,1998,2,1,0,2,0,1,0,0,1,1998-02
AZE,1998,9,1,0,2,0,1,0,0,1,1998-09
AZE,1998,12,1,1,1,1,1,0,0,1,1998-12
AZE,1999,1,1,13,13,13,1,0,0,1,1999-01
AZE,1999,4,1,1,1,1,1,0,0,1,1999-04
AZE,1999,6,3,4,14,4,3,0,0,1,1999-06
AZE,1999,10,1,0,7,0,1,0,0,1,1999-10
AZE,2000,1,1,8,8,8,1,0,0,1,2000-01
AZE,2000,4,1,0,2,0,1,0,0,1,2000-04
AZE,2000,5,1,0,1,0,1,0,0,1,2000-05
AZE,2000,8,3,4,4,4,3,0,0,1,2000-08
AZE,2000,12,1,1,1,1,1,0,0,1,2000-12
AZE,2001,2,1,2,2,2,1,0,0,1,2001-02
AZE,2001,3,2,2,3,2,2,0,0,1,2001-03
AZE,2001,4,1,1,1,1,1,0,0,1,2001-04
AZE,2001,6,1,1,1,1,1,0,0,1,2001-06
AZE,2004,6,3,8,8,8,3,0,0,1,2004-06
AZE,2005,1,3,5,5,5,3,0,0,1,2005-01
AZE,2005,3,7,8,8,8,7,0,0,1,2005-03
AZE,2005,5,2,2,2,2,2,0,0,1,2005-05
AZE,2005,6,2,2,2,2,2,0,0,1,2005-06
AZE,2005,7,2,2,2,2,2,0,0,1,2005-07
AZE,2005,8,1,1,1,1,1,0,0,1,2005-08
AZE,2005,9,1,1,1,1,1,0,0,1,2005-09
AZE,2005,10,3,2,3,2,3,0,0,1,2005-10
AZE,2005,12,1,1,1,1,1,0,0,1,2005-12
AZE,2006,3,2,1,2,1,2,0,0,1,2006-03
AZE,2006,4,1,1,1,1,1,0,0,1,2006-04
AZE,2006,7,1,1,1,1,1,0,0,1,2006-07
AZE,2006,8,2,2,2,2,2,0,0,1,2006-08
AZE,2006,9,1,0,1,0,1,0,0,1,2006-09
AZE,2006,10,1,0,1,0,1,0,0,1,2006-10
AZE,2007,1,4,0,15,0,4,0,0,1,2007-01
AZE,2007,2,1,1,1,1,1,0,0,1,2007-02
AZE,2007,3,1,1,1,1,1,0,0,1,2007-03
AZE,2007,8,1,5,5,5,1,0,0,1,2007-08
AZE,2007,9,1,1,1,1,1,0,0,1,2007-09
AZE,2007,10,2,4,4,4,2,0,0,1,2007-10
AZE,2007,12,1,0,1,0,1,0,0,1,2007-12
AZE,2008,1,2,14,16,14,2,0,0,1,2008-01
AZE,2008,3,3,12,23,12,3,0,0,1,2008-03
AZE,2008,6,1,1,1,1,1,0,0,1,2008-06
AZE,2008,11,1,3,3,3,1,0,0,1,2008-11
AZE,2009,1,1,3,3,3,1,0,0,1,2009-01
AZE,2009,2,2,3,3,3,2,0,0,1,2009-02
AZE,2009,9,1,0,5,0,1,0,0,1,2009-09
AZE,2009,10,1,1,1,1,1,0,0,1,2009-10
AZE,2009,11,1,0,1,0,1,0,0,1,2009-11
AZE,2010,1,1,0,1,0,1,0,0,1,2010-01
AZE,2010,2,1,3,6,3,1,0,0,1,2010-02
AZE,2010,3,2,2,2,2,2,0,0,1,2010-03
AZE,2010,6,3,7,7,7,3,0,0,1,2010-06
AZE,2010,9,3,4,4,4,3,0,0,1,2010-09
AZE,2010,10,2,2,2,2,2,0,0,1,2010-10
AZE,2010,11,1,1,5,1,1,0,0,1,2010-11
AZE,2010,12,1,1,1,1,1,0,0,1,2010-12
AZE,2011,1,3,3,3,3,3,0,0,1,2011-01
AZE,2011,2,1,1,1,1,1,0,0,1,2011-02
AZE,2011,3,4,4,4,4,4,0,0,1,2011-03
AZE,2011,4,1,0,7,0,1,0,0,1,2011-04
AZE,2011,5,3,3,3,3,3,0,0,1,2011-05
AZE,2011,6,1,1,1,1,1,0,0,1,2011-06
AZE,2011,7,1,1,1,1,1,0,0,1,2011-07
AZE,2011,10,3,4,4,4,3,0,0,1,2011-10
AZE,2011,11,3,4,4,4,3,0,0,1,2011-11
AZE,2012,2,1,1,1,1,1,0,0,1,2012-02
AZE,2012,3,1,2,2,2,1,0,0,1,2012-03
AZE,2012,4,1,1,1,1,1,0,0,1,2012-04
AZE,2012,6,3,7,7,7,3,0,0,1,2012-06
AZE,2012,7,2,2,2,2,2,0,0,1,2012-07
AZE,2012,8,3,2,4,2,3,0,0,1,2012-08
AZE,2012,9,1,1,1,1,1,0,0,1,2012-09
AZE,2013,1,1,0,3,0,1,0,0,1,2013-01
AZE,2013,2,2,4,4,4,2,0,0,1,2013-02
AZE,2013,3,3,3,3,3,3,0,0,1,2013-03
AZE,2013,5,1,1,1,1,1,0,0,1,2013-05
AZE,2013,7,1,1,1,1,1,0,0,1,2013-07
AZE,2013,10,1,1,1,1,1,0,0,1,2013-10
AZE,2013,12,1,1,1,1,1,0,0,1,2013-12
AZE,2014,1,5,4,10,4,5,0,0,1,2014-01
AZE,2014,2,2,2,2,2,2,0,0,1,2014-02
AZE,2014,3,3,3,3,2,3,0,0,1,2014-03
AZE,2014,5,3,5,5,5,3,0,0,1,2014-05
AZE,2014,6,2,2,2,2,2,0,0,1,2014-06
AZE,2014,7,6,16,16,16,6,0,0,1,2014-07
AZE,2014,8,2,2,2,2,2,0,0,1,2014-08
AZE,2014,9,4,5,5,5,4,0,0,1,2014-09
AZE,2014,10,2,2,2,2,2,0,0,1,2014-10
AZE,2014,11,3,4,6,4,3,0,0,1,2014-11
AZE,2014,12,1,1,1,1,1,0,0,1,2014-12
AZE,2015,1,8,12,15,10,8,0,0,1,2015-01
AZE,2015,2,4,5,6,5,4,0,0,1,2015-02
AZE,2015,3,6,9,9,9,6,0,0,1,2015-03
AZE,2015,4,3,3,3,3,3,0,0,1,2015-04
AZE,2015,6,1,1,1,1,1,0,0,1,2015-06
AZE,2015,7,1,1,6,1,1,0,0,1,2015-07
AZE,2015,8,3,7,11,2,3,0,0,1,2015-08
AZE,2015,9,4,10,18,10,4,0,0,1,2015-09
AZE,2015,11,2,3,3,3,2,0,0,1,2015-11
AZE,2015,12,11,12,27,12,11,0,0,1,2015-12
AZE,2016,1,1,0,2,0,1,0,0,1,2016-01
AZE,2016,3,2,2,19,2,2,0,0,1,2016-03
AZE,2016,4,21,128,228,128,21,0,0,1,2016-04
AZE,2016,5,5,5,5,5,5,0,0,1,2016-05
AZE,2016,7,1,1,1,1,1,0,0,1,2016-07
AZE,2016,11,1,1,1,1,1,0,0,1,2016-11
AZE,2017,1,3,9,9,9,3,0,0,1,2017-01
AZE,2017,2,1,6,6,6,1,0,0,1,2017-02
AZE,2017,3,3,3,3,3,3,0,0,1,2017-03
AZE,2017,4,3,2,3,2,3,0,0,1,2017-04
AZE,2017,5,1,1,1,1,1,0,0,1,2017-05
AZE,2017,6,1,3,3,3,1,0,0,1,2017-06
AZE,2017,7,2,3,3,3,2,0,0,1,2017-07
AZE,2017,8,4,4,4,4,4,0,0,1,2017-08
AZE,2017,10,1,1,1,1,1,0,0,1,2017-10
AZE,2017,11,1,3,3,3,1,0,0,1,2017-11
AZE,2017,12,1,1,1,1,1,0,0,1,2017-12
